"url_archive_id","label","score"
"e37d6bacddad1376a43bff065c420680","telewizja prywatna",0.3579021692276
"e37d6bacddad1376a43bff065c420680","polska",0.28850445151329
"e37d6bacddad1376a43bff065c420680","tvn",0.138728812336922
"e37d6bacddad1376a43bff065c420680","film polski",0.129039645195007
"e37d6bacddad1376a43bff065c420680","stacje telewizyjne",0.097707025706768
"e37d6bacddad1376a43bff065c420680","wideo na żądanie (vod)",0.0855806171894073
"e37d6bacddad1376a43bff065c420680","produkcja filmowa",0.0848344787955284
"e37d6bacddad1376a43bff065c420680","tvn24",0.0768152177333832
"e37d6bacddad1376a43bff065c420680","stany zjednoczone (usa)",0.0422063879668713
"e37d6bacddad1376a43bff065c420680","film sensacyjny",0.0352905355393887
"febda6ee6e0a7b6196d5f90b0cb2e979","google+",0.204828009009361
"febda6ee6e0a7b6196d5f90b0cb2e979","stany zjednoczone (usa)",0.110838986933231
"febda6ee6e0a7b6196d5f90b0cb2e979","google llc",0.0513603687286377
"febda6ee6e0a7b6196d5f90b0cb2e979","polska",0.0470681190490723
"febda6ee6e0a7b6196d5f90b0cb2e979","internet",0.0225719157606363
"febda6ee6e0a7b6196d5f90b0cb2e979","wyszukiwarka internetowa",0.0207151845097542
"febda6ee6e0a7b6196d5f90b0cb2e979","prawo wspólnotowe europejskie",0.0197181217372417
"febda6ee6e0a7b6196d5f90b0cb2e979","polityka",0.0156032666563988
"febda6ee6e0a7b6196d5f90b0cb2e979","wpływ (politologia)",0.014635693281889
"febda6ee6e0a7b6196d5f90b0cb2e979","clare, john (1793-1864)",0.0118273533880711
"b70ebeed385e96a54fdbc6ea91f7f480","homoseksualizm",0.0821197479963303
"b70ebeed385e96a54fdbc6ea91f7f480","florencja (włochy)",0.043445061892271
"b70ebeed385e96a54fdbc6ea91f7f480","chrześcijaństwo",0.0241909828037024
"b70ebeed385e96a54fdbc6ea91f7f480","holokaust",0.0179317723959684
"b70ebeed385e96a54fdbc6ea91f7f480","religijność",0.00786859076470137
"b70ebeed385e96a54fdbc6ea91f7f480","teatr polski",0.00747655192390084
"b70ebeed385e96a54fdbc6ea91f7f480","postawy",0.00699311355128884
"b70ebeed385e96a54fdbc6ea91f7f480","pisarze polscy",0.00673270737752318
"b70ebeed385e96a54fdbc6ea91f7f480","politycy",0.0066972435452044
"b70ebeed385e96a54fdbc6ea91f7f480","bubka, sergej (1963- )",0.00633097300305963
"dc6bab1f00820d5ec3d4a3514c4f610e","skoki narciarskie",1
"dc6bab1f00820d5ec3d4a3514c4f610e","skoczkowie narciarscy",1
"dc6bab1f00820d5ec3d4a3514c4f610e","polska",0.95185786485672
"dc6bab1f00820d5ec3d4a3514c4f610e","reprezentacja narodowa",0.870623171329498
"dc6bab1f00820d5ec3d4a3514c4f610e","sport",0.566911458969116
"dc6bab1f00820d5ec3d4a3514c4f610e","zawody sportowe",0.311502665281296
"dc6bab1f00820d5ec3d4a3514c4f610e","sportowcy",0.292227387428284
"dc6bab1f00820d5ec3d4a3514c4f610e","stoch, kamil (1987- )",0.223295286297798
"dc6bab1f00820d5ec3d4a3514c4f610e","sporty zimowe",0.203113481402397
"dc6bab1f00820d5ec3d4a3514c4f610e","igrzyska olimpijskie",0.132364705204964
"4cccc9afd79be84f11bca8678fe1b5a1","polska",0.916354358196259
"4cccc9afd79be84f11bca8678fe1b5a1","skoki narciarskie",0.617831528186798
"4cccc9afd79be84f11bca8678fe1b5a1","skoczkowie narciarscy",0.474357038736343
"4cccc9afd79be84f11bca8678fe1b5a1","reprezentacja narodowa",0.276329606771469
"4cccc9afd79be84f11bca8678fe1b5a1","zawody sportowe",0.0950399711728096
"4cccc9afd79be84f11bca8678fe1b5a1","trenerzy i instruktorzy sportowi",0.0566465072333813
"4cccc9afd79be84f11bca8678fe1b5a1","polityka zdrowotna",0.0426871217787266
"4cccc9afd79be84f11bca8678fe1b5a1","zachorowalność",0.0403557829558849
"4cccc9afd79be84f11bca8678fe1b5a1","stoch, kamil (1987- )",0.0386154614388943
