"url_archive_id","label","score"
"9496ee50904997ba15140e1aeeb63e19","polska",1
"9496ee50904997ba15140e1aeeb63e19","epidemie",0.270709842443466
"9496ee50904997ba15140e1aeeb63e19","praworządność",0.226752892136574
"9496ee50904997ba15140e1aeeb63e19","polityka migracyjna",0.225089550018311
"9496ee50904997ba15140e1aeeb63e19","prawo i sprawiedliwość (pis)",0.214420855045319
"9496ee50904997ba15140e1aeeb63e19","ukraina",0.213005408644676
"9496ee50904997ba15140e1aeeb63e19","uchodźcy",0.21086086332798
"9496ee50904997ba15140e1aeeb63e19","opozycja polityczna legalna",0.203782007098198
"9496ee50904997ba15140e1aeeb63e19","polityka wewnętrzna",0.173322483897209
"9496ee50904997ba15140e1aeeb63e19","program polityczny",0.170890986919403
"9496ee50904997ba15140e1aeeb63e19","polska",1
"9496ee50904997ba15140e1aeeb63e19","epidemie",0.270709842443466
"9496ee50904997ba15140e1aeeb63e19","praworządność",0.226752892136574
"9496ee50904997ba15140e1aeeb63e19","polityka migracyjna",0.225089550018311
"9496ee50904997ba15140e1aeeb63e19","prawo i sprawiedliwość (pis)",0.214420855045319
"9496ee50904997ba15140e1aeeb63e19","ukraina",0.213005408644676
"9496ee50904997ba15140e1aeeb63e19","uchodźcy",0.21086086332798
"9496ee50904997ba15140e1aeeb63e19","opozycja polityczna legalna",0.203782007098198
"9496ee50904997ba15140e1aeeb63e19","polityka wewnętrzna",0.173322483897209
"9496ee50904997ba15140e1aeeb63e19","program polityczny",0.170890986919403
"fd2a87e1398751273e4ef0f1a8e1ea99","kobieta",0.955371201038361
"fd2a87e1398751273e4ef0f1a8e1ea99","mężczyzna",0.514696598052979
"fd2a87e1398751273e4ef0f1a8e1ea99","tematy i motywy",0.271030873060226
"fd2a87e1398751273e4ef0f1a8e1ea99","język angielski",0.200709000229836
"fd2a87e1398751273e4ef0f1a8e1ea99","stereotyp",0.0948353633284569
"fd2a87e1398751273e4ef0f1a8e1ea99","przemoc wobec kobiet",0.0743580982089043
"fd2a87e1398751273e4ef0f1a8e1ea99","gry komputerowe",0.0731999054551125
"fd2a87e1398751273e4ef0f1a8e1ea99","podmiotowość",0.0684416443109512
"fd2a87e1398751273e4ef0f1a8e1ea99","pedagogika resocjalizacyjna",0.0659489184617996
"fd2a87e1398751273e4ef0f1a8e1ea99","spostrzeganie",0.0591789074242115
"e05d8792c63d68fd1ac820b01170fb17","psychologia",0.985298871994019
"e05d8792c63d68fd1ac820b01170fb17","psychoterapia",0.539558112621307
"e05d8792c63d68fd1ac820b01170fb17","leczenie",0.17519736289978
"e05d8792c63d68fd1ac820b01170fb17","pomoc psychologiczna",0.15175861120224
"e05d8792c63d68fd1ac820b01170fb17","psychologia kliniczna",0.0857877731323242
"e05d8792c63d68fd1ac820b01170fb17","studenci",0.0686907172203064
"e05d8792c63d68fd1ac820b01170fb17","psychoterapeuci",0.0608537383377552
"e05d8792c63d68fd1ac820b01170fb17","lęk",0.0593484006822109
"e05d8792c63d68fd1ac820b01170fb17","psychologia różnic indywidualnych",0.0583230890333652
"e05d8792c63d68fd1ac820b01170fb17","terapia poznawczo-behawioralna (cbt)",0.0567393116652966
"2632d62b3a8ce38b84892bae15887336","polska",0.969720125198364
"2632d62b3a8ce38b84892bae15887336","pomoc humanitarna międzynarodowa",0.216179147362709
"2632d62b3a8ce38b84892bae15887336","prawo podatkowe",0.100622236728668
"2632d62b3a8ce38b84892bae15887336","ukraina",0.0939670577645302
"2632d62b3a8ce38b84892bae15887336","ochrona danych osobowych",0.0890137180685997
"2632d62b3a8ce38b84892bae15887336","covid-19",0.0824718102812767
"2632d62b3a8ce38b84892bae15887336","polityka zdrowotna",0.0803347304463387
"2632d62b3a8ce38b84892bae15887336","wojna hybrydowa",0.068169392645359
"2632d62b3a8ce38b84892bae15887336","przekroczenie granicy nielegalne",0.0538335107266903
"2632d62b3a8ce38b84892bae15887336","epidemie",0.0479129552841187
"5bc720f22c5134c52e06f9a041390206","polska",0.969720125198364
"5bc720f22c5134c52e06f9a041390206","pomoc humanitarna międzynarodowa",0.216179147362709
