"Dublin.Core.Title","Dublin.Core.Description","Dublin.Core.Creator","Dublin.Core.Date","Dublin.Core.Identifier","Dublin.Core.Rights","Dublin.Core.Type","Dublin.Core.Format","twitter_query","twitter_ids_count","twitter_links_count","indexed_links_count","files"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2023-02-01","057e5f35090e74c291f536363c5a3bd0","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Czarnek",2415,129,124,"https://aspw.pl/aspw_temp/057e5f35090e74c291f536363c5a3bd0/all_tweets_id.csv;https://aspw.pl/aspw_temp/057e5f35090e74c291f536363c5a3bd0/domains.json;https://aspw.pl/aspw_temp/057e5f35090e74c291f536363c5a3bd0/tags.csv;https://aspw.pl/aspw_temp/057e5f35090e74c291f536363c5a3bd0/twitter_links.csv;https://aspw.pl/aspw_temp/057e5f35090e74c291f536363c5a3bd0/meta.csv;https://aspw.pl/aspw_temp/057e5f35090e74c291f536363c5a3bd0/base_index.json;https://aspw.pl/aspw_temp/057e5f35090e74c291f536363c5a3bd0/tags.csv"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2023-02-06","16a4d1fbf751d319bc09c8169d45dcf5","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","willa",4726,234,220,"https://aspw.pl/aspw_temp/16a4d1fbf751d319bc09c8169d45dcf5/all_tweets_id.csv;https://aspw.pl/aspw_temp/16a4d1fbf751d319bc09c8169d45dcf5/domains.json;https://aspw.pl/aspw_temp/16a4d1fbf751d319bc09c8169d45dcf5/tags.csv;https://aspw.pl/aspw_temp/16a4d1fbf751d319bc09c8169d45dcf5/twitter_links.csv;https://aspw.pl/aspw_temp/16a4d1fbf751d319bc09c8169d45dcf5/meta.csv;https://aspw.pl/aspw_temp/16a4d1fbf751d319bc09c8169d45dcf5/base_index.json;https://aspw.pl/aspw_temp/16a4d1fbf751d319bc09c8169d45dcf5/tags.csv"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2023-02-07","1fe565656cf6451b1572ae103222ea16","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Polska",19990,1281,1196,"https://aspw.pl/aspw_temp/1fe565656cf6451b1572ae103222ea16/all_tweets_id.csv;https://aspw.pl/aspw_temp/1fe565656cf6451b1572ae103222ea16/domains.json;https://aspw.pl/aspw_temp/1fe565656cf6451b1572ae103222ea16/tags.csv;https://aspw.pl/aspw_temp/1fe565656cf6451b1572ae103222ea16/twitter_links.csv;https://aspw.pl/aspw_temp/1fe565656cf6451b1572ae103222ea16/meta.csv;https://aspw.pl/aspw_temp/1fe565656cf6451b1572ae103222ea16/base_index.json;https://aspw.pl/aspw_temp/1fe565656cf6451b1572ae103222ea16/tags.csv"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2023-02-04","211386bd60983cfd2c354f8a221eaf81","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Rosja",21370,1252,1194,"https://aspw.pl/aspw_temp/211386bd60983cfd2c354f8a221eaf81/all_tweets_id.csv;https://aspw.pl/aspw_temp/211386bd60983cfd2c354f8a221eaf81/domains.json;https://aspw.pl/aspw_temp/211386bd60983cfd2c354f8a221eaf81/tags.csv;https://aspw.pl/aspw_temp/211386bd60983cfd2c354f8a221eaf81/twitter_links.csv;https://aspw.pl/aspw_temp/211386bd60983cfd2c354f8a221eaf81/meta.csv;https://aspw.pl/aspw_temp/211386bd60983cfd2c354f8a221eaf81/base_index.json;https://aspw.pl/aspw_temp/211386bd60983cfd2c354f8a221eaf81/tags.csv"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2023-01-11","22ca38705619d1d6be32ec236d14889c","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Niemcy",19638,755,708,"https://aspw.pl/aspw_temp/22ca38705619d1d6be32ec236d14889c/all_tweets_id.csv;https://aspw.pl/aspw_temp/22ca38705619d1d6be32ec236d14889c/domains.json;https://aspw.pl/aspw_temp/22ca38705619d1d6be32ec236d14889c/tags.csv;https://aspw.pl/aspw_temp/22ca38705619d1d6be32ec236d14889c/twitter_links.csv;https://aspw.pl/aspw_temp/22ca38705619d1d6be32ec236d14889c/meta.csv;https://aspw.pl/aspw_temp/22ca38705619d1d6be32ec236d14889c/base_index.json;https://aspw.pl/aspw_temp/22ca38705619d1d6be32ec236d14889c/tags.csv"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2023-02-01","4a21d3e10f65fd991aa3ebf9d35883a0","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","inflacja",4788,184,173,"https://aspw.pl/aspw_temp/4a21d3e10f65fd991aa3ebf9d35883a0/all_tweets_id.csv;https://aspw.pl/aspw_temp/4a21d3e10f65fd991aa3ebf9d35883a0/domains.json;https://aspw.pl/aspw_temp/4a21d3e10f65fd991aa3ebf9d35883a0/tags.csv;https://aspw.pl/aspw_temp/4a21d3e10f65fd991aa3ebf9d35883a0/twitter_links.csv;https://aspw.pl/aspw_temp/4a21d3e10f65fd991aa3ebf9d35883a0/meta.csv;https://aspw.pl/aspw_temp/4a21d3e10f65fd991aa3ebf9d35883a0/base_index.json;https://aspw.pl/aspw_temp/4a21d3e10f65fd991aa3ebf9d35883a0/tags.csv"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2023-01-31","4af641224f7785d809207ea68af00a6a","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Ukraina",15725,1029,943,"https://aspw.pl/aspw_temp/4af641224f7785d809207ea68af00a6a/all_tweets_id.csv;https://aspw.pl/aspw_temp/4af641224f7785d809207ea68af00a6a/domains.json;https://aspw.pl/aspw_temp/4af641224f7785d809207ea68af00a6a/tags.csv;https://aspw.pl/aspw_temp/4af641224f7785d809207ea68af00a6a/twitter_links.csv;https://aspw.pl/aspw_temp/4af641224f7785d809207ea68af00a6a/meta.csv;https://aspw.pl/aspw_temp/4af641224f7785d809207ea68af00a6a/base_index.json;https://aspw.pl/aspw_temp/4af641224f7785d809207ea68af00a6a/tags.csv"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2023-01-11","6847ed3d0b08870823c6686936edd024","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Orlen",33198,662,553,"https://aspw.pl/aspw_temp/6847ed3d0b08870823c6686936edd024/all_tweets_id.csv;https://aspw.pl/aspw_temp/6847ed3d0b08870823c6686936edd024/domains.json;https://aspw.pl/aspw_temp/6847ed3d0b08870823c6686936edd024/tags.csv;https://aspw.pl/aspw_temp/6847ed3d0b08870823c6686936edd024/twitter_links.csv;https://aspw.pl/aspw_temp/6847ed3d0b08870823c6686936edd024/meta.csv;https://aspw.pl/aspw_temp/6847ed3d0b08870823c6686936edd024/base_index.json;https://aspw.pl/aspw_temp/6847ed3d0b08870823c6686936edd024/tags.csv"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2023-02-01","6d539f44cdd763f1e507db433d699ae9","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Niemcy",22760,910,848,"https://aspw.pl/aspw_temp/6d539f44cdd763f1e507db433d699ae9/all_tweets_id.csv;https://aspw.pl/aspw_temp/6d539f44cdd763f1e507db433d699ae9/domains.json;https://aspw.pl/aspw_temp/6d539f44cdd763f1e507db433d699ae9/tags.csv;https://aspw.pl/aspw_temp/6d539f44cdd763f1e507db433d699ae9/twitter_links.csv;https://aspw.pl/aspw_temp/6d539f44cdd763f1e507db433d699ae9/meta.csv;https://aspw.pl/aspw_temp/6d539f44cdd763f1e507db433d699ae9/base_index.json;https://aspw.pl/aspw_temp/6d539f44cdd763f1e507db433d699ae9/tags.csv"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2023-01-10","f82417a8c983a40e901e8da782c40570","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Ukraina",10023,731,670,"https://aspw.pl/aspw_temp/f82417a8c983a40e901e8da782c40570/all_tweets_id.csv;https://aspw.pl/aspw_temp/f82417a8c983a40e901e8da782c40570/domains.json;https://aspw.pl/aspw_temp/f82417a8c983a40e901e8da782c40570/tags.csv;https://aspw.pl/aspw_temp/f82417a8c983a40e901e8da782c40570/twitter_links.csv;https://aspw.pl/aspw_temp/f82417a8c983a40e901e8da782c40570/meta.csv;https://aspw.pl/aspw_temp/f82417a8c983a40e901e8da782c40570/base_index.json;https://aspw.pl/aspw_temp/f82417a8c983a40e901e8da782c40570/tags.csv"
