"url_archive_id","label","score"
"4d15fa531883f32e79653f1762ac4c26","białoruś",0.999613046646118
"4d15fa531883f32e79653f1762ac4c26","ukraina",0.779376208782196
"4d15fa531883f32e79653f1762ac4c26","rosja",0.75574654340744
"4d15fa531883f32e79653f1762ac4c26","polska",0.511792898178101
"4d15fa531883f32e79653f1762ac4c26","propaganda",0.298953205347061
"4d15fa531883f32e79653f1762ac4c26","łukaszenka, alaksandr (1954- )",0.226748183369637
"4d15fa531883f32e79653f1762ac4c26","wojna hybrydowa",0.221131324768066
"4d15fa531883f32e79653f1762ac4c26","bezpieczeństwo narodowe",0.193520858883858
"4d15fa531883f32e79653f1762ac4c26","polityka zagraniczna",0.180803939700127
"4d15fa531883f32e79653f1762ac4c26","putin, władimir (1952- )",0.17234480381012
"396ef9ec804f03fb598c4e918a6614d7","polska",1
"396ef9ec804f03fb598c4e918a6614d7","białoruś",0.445657253265381
"396ef9ec804f03fb598c4e918a6614d7","polityka zagraniczna",0.233588457107544
"396ef9ec804f03fb598c4e918a6614d7","protest społeczny",0.214678809046745
"396ef9ec804f03fb598c4e918a6614d7","polityka wewnętrzna",0.202514186501503
"396ef9ec804f03fb598c4e918a6614d7","reklama",0.148613110184669
"396ef9ec804f03fb598c4e918a6614d7","łukaszenka, alaksandr (1954- )",0.122806213796139
"396ef9ec804f03fb598c4e918a6614d7","prezydenci",0.117656409740448
"396ef9ec804f03fb598c4e918a6614d7","duda, andrzej (1972- )",0.093863807618618
"396ef9ec804f03fb598c4e918a6614d7","opozycja polityczna legalna",0.0919003263115883
"78b0471476ee094e4e1531b1863309a0","polska",1
"78b0471476ee094e4e1531b1863309a0","białoruś",1
"78b0471476ee094e4e1531b1863309a0","łukaszenka, alaksandr (1954- )",0.649817883968353
"78b0471476ee094e4e1531b1863309a0","polityka wewnętrzna",0.636157512664795
"78b0471476ee094e4e1531b1863309a0","poczobut, andrzej (1973- )",0.625773251056671
"78b0471476ee094e4e1531b1863309a0","dziennikarze",0.522307336330414
"78b0471476ee094e4e1531b1863309a0","więźniowie polityczni",0.512898743152618
"78b0471476ee094e4e1531b1863309a0","tymczasowe aresztowanie",0.4747154712677
"78b0471476ee094e4e1531b1863309a0","prześladowania polityczne",0.32620170712471
"78b0471476ee094e4e1531b1863309a0","protest społeczny",0.177859783172607
"17721d4784c680bd6b136574235db6e5","białoruś",1
"17721d4784c680bd6b136574235db6e5","polska",1
"17721d4784c680bd6b136574235db6e5","łukaszenka, alaksandr (1954- )",0.649817883968353
"17721d4784c680bd6b136574235db6e5","polityka wewnętrzna",0.636157512664795
"17721d4784c680bd6b136574235db6e5","poczobut, andrzej (1973- )",0.625773251056671
