"twitter_url","query","discover_date","original_url","url_archive_id","content_source_length","content_source_sha1","headers"
"https://t.co/0N9feelpPA","pomoc","2022-03-27","https://sport.dziennik.pl/kolarstwo/artykuly/8388032,tony-martin-kolarstwo-ukraina-wojna-rosja-medal.html?utm_source=dlvr.it&utm_medium=twitter","5eb0fb1d140d747166f3cab715403482",312737,"6e710c2e1afa3393ae3d630c4c878769aa70f946","[{""status"":[301],""version"":[""HTTP/2""],""headers"":{""date"":[""Sun, 27 Mar 2022 12:26:28 GMT""],""vary"":[""Origin""],""server"":[""tsa_o""],""expires"":[""Sun, 27 Mar 2022 12:31:28 GMT""],""location"":[""https://sport.dziennik.pl/kolarstwo/artykuly/8388032,tony-martin-kolarstwo-ukraina-wojna-rosja-medal.html?utm_source=dlvr.it&utm_medium=twitter""],""set-cookie"":[""muc=1e653c46-6275-4e82-9176-91ed8812b0f5; Max-Age=34214400; Expires=Thu, 27 Apr 2023 12:26:28 GMT; Domain=t.co; Secure; SameSite=None""],""cache-control"":[""private,max-age=300""],""content-length"":[""0""],""strict-transport-security"":[""max-age=0""],""x-response-time"":[""108""],""x-connection-hash"":[""924b969e68fdf394b45320a8235abe83f0b59367ef304c0f00b35f748e1788bf""]}},{""status"":[200],""version"":[""HTTP/2""],""headers"":{""server"":[""Ring Publishing - Accelerator""],""date"":[""Sun, 27 Mar 2022 12:26:29 GMT""],""content-type"":[""text/html; charset=utf-8""],""content-length"":[""60417""],""vary"":[""Accept-Encoding""],""cache-control"":[""no-cache""],""etag"":[""\""60417-46f241e84ddcd528\""""],""content-encoding"":[""gzip""],""link"":[""<https://ocdn.eu/ucs/static/dzienniktheme/3b1c3ec65419254d7bde8a4185adee4b/build/css/infor_desktop.css>; rel=preload; as=style""],""link.1"":[""<https://workshopinforocdn.ocdn.eu/infor/print.css>; rel=preload; as=style""],""link.2"":[""<https://www.googletagmanager.com>; rel=preconnect""],""link.3"":[""<https://www.google-analytics.com>; rel=preconnect""],""link.4"":[""<https://ocdn.eu>; rel=preconnect""],""link.5"":[""<https://events.ocdn.eu>; rel=preconnect""],""set-cookie"":[""acc_segment=70; Path=/; Max-Age=604800; SameSite=Lax; Secure""],""vary.1"":[""user-agent""]}}]"
"https://t.co/AzTZtrES7Y","pomoc","2022-03-27","https://www.msn.com/pl-pl/wiadomosci/swiat/putin-eksterminuje-mariupol-ucierpia%C5%82o-90-procent-zasob%C3%B3w-mieszkalnych/ar-AAVxt4P?ocid=msedgntp&cvid=4ab0f3200e844f64b42637107330c388","489977a97b5588d39b967e5f152f0527",75989,"c064f68a137d2fd6af34bdea59aaf9739d2e3920","[{""status"":[301],""version"":[""HTTP/2""],""headers"":{""date"":[""Sun, 27 Mar 2022 12:26:49 GMT""],""vary"":[""Origin""],""server"":[""tsa_o""],""expires"":[""Sun, 27 Mar 2022 12:31:49 GMT""],""location"":[""https://www.msn.com/pl-pl/wiadomosci/swiat/putin-eksterminuje-mariupol-ucierpia%C5%82o-90-procent-zasob%C3%B3w-mieszkalnych/ar-AAVxt4P?ocid=msedgntp&cvid=4ab0f3200e844f64b42637107330c388""],""set-cookie"":[""muc=1e653c46-6275-4e82-9176-91ed8812b0f5; Max-Age=34214400; Expires=Thu, 27 Apr 2023 12:26:49 GMT; Domain=t.co; Secure; SameSite=None""],""cache-control"":[""private,max-age=300""],""content-length"":[""0""],""strict-transport-security"":[""max-age=0""],""x-response-time"":[""112""],""x-connection-hash"":[""924b969e68fdf394b45320a8235abe83f0b59367ef304c0f00b35f748e1788bf""]}},{""status"":[200],""version"":[""HTTP/2""],""headers"":{""cache-control"":[""no-store, no-transform, no-cache""],""pragma"":[""no-cache""],""content-length"":[""13060""],""content-type"":[""text/html; charset=utf-8""],""content-encoding"":[""gzip""],""expires"":[""-1""],""vary"":[""User-Agent""],""access-control-allow-methods"":[""HEAD,GET,OPTIONS""],""access-control-allow-origin"":[""*""],""x-aspnetmvc-version"":[""5.2""],""x-appversion"":[""20220323_27703934""],""x-activity-id"":[""68533c56-128b-40fa-90fa-97eff48fb978""],""x-az"":[""{did:925cafba8c934f5389a131529ea5fc7e, rid: 79, sn: eastus-prod-entertainment, dt: 2022-03-27T09:12:24.9586282Z, bt: 2022-03-23T17:07:36.8857037Z}""],""nel"":[""{\""report_to\"":\""network-errors\"",\""max_age\"":604800,\""success_fraction\"":0.001,\""failure_fraction\"":1.0}""],""report-to"":[""{\""group\"":\""network-errors\"",\""max_age\"":604800,\""endpoints\"":[{\""url\"":\""https://deff.nelreports.net/api/report?cat=msn\""}]}""],""content-security-policy"":[""default-src 'self' wss://*.spots.im data: 'unsafe-inline' 'unsafe-eval' https: blob:; media-src 'self' https: blob:; worker-src 'self' https: blob:; block-all-mixed-content;""],""x-ua-compatible"":[""IE=Edge;chrome=1""],""x-content-type-options"":[""nosniff""],""x-frame-options"":[""SAMEORIGIN""],""x-powered-by"":[""ASP.NET""],""x-xss-protection"":[""1""],""x-fabric-cluster"":[""pmeprodeus""],""x-cache"":[""CONFIG_NOCACHE""],""accept-ch"":[""Sec-CH-UA-Arch, Sec-CH-UA-Bitness, Sec-CH-UA-Full-Version, Sec-CH-UA-Mobile, Sec-CH-UA-Model, Sec-CH-UA-Platform, Sec-CH-UA-Platform-Version""],""x-msedge-ref"":[""Ref A: 68533C56128B40FA90FA97EFF48FB978 Ref B: VIEEDGE1408 Ref C: 2022-03-27T12:26:49Z""],""date"":[""Sun, 27 Mar 2022 12:26:48 GMT""]}}]"
"https://t.co/2RJ287LZSA","pomoc","2022-03-27","https://www.youtube.com/watch?v=zlefZvA9Zls","000f3e4d7e03c4d48b74e507ba701543",637908,"4679ea1d68ff7383be5ab45fd2d4a957aba0729b","[{""status"":[301],""version"":[""HTTP/2""],""headers"":{""date"":[""Sun, 27 Mar 2022 12:27:05 GMT""],""vary"":[""Origin""],""server"":[""tsa_o""],""expires"":[""Sun, 27 Mar 2022 12:32:06 GMT""],""location"":[""https://www.youtube.com/watch?v=zlefZvA9Zls""],""set-cookie"":[""muc=1e653c46-6275-4e82-9176-91ed8812b0f5; Max-Age=34214400; Expires=Thu, 27 Apr 2023 12:27:06 GMT; Domain=t.co; Secure; SameSite=None""],""cache-control"":[""private,max-age=300""],""content-length"":[""0""],""strict-transport-security"":[""max-age=0""],""x-response-time"":[""118""],""x-connection-hash"":[""924b969e68fdf394b45320a8235abe83f0b59367ef304c0f00b35f748e1788bf""]}},{""status"":[200],""version"":[""HTTP/2""],""headers"":{""content-type"":[""text/html; charset=utf-8""],""x-content-type-options"":[""nosniff""],""cache-control"":[""no-cache, no-store, max-age=0, must-revalidate""],""pragma"":[""no-cache""],""expires"":[""Mon, 01 Jan 1990 00:00:00 GMT""],""date"":[""Sun, 27 Mar 2022 12:27:06 GMT""],""x-frame-options"":[""SAMEORIGIN""],""strict-transport-security"":[""max-age=31536000""],""report-to"":[""{\""group\"":\""ATmXEA_XZXH6CdbrmjUzyTbVgxu22C8KYH7NsxKbRt94\"",\""max_age\"":2592000,\""endpoints\"":[{\""url\"":\""https://csp.withgoogle.com/csp/report-to/encsid_ATmXEA_XZXH6CdbrmjUzyTbVgxu22C8KYH7NsxKbRt94\""}]}""],""permissions-policy"":[""ch-ua-arch=*, ch-ua-bitness=*, ch-ua-full-version=*, ch-ua-full-version-list=*, ch-ua-model=*, ch-ua-platform=*, ch-ua-platform-version=*""],""cross-origin-opener-policy-report-only"":[""same-origin; report-to=\""ATmXEA_XZXH6CdbrmjUzyTbVgxu22C8KYH7NsxKbRt94\""""],""p3p"":[""CP=\""This is not a P3P policy! See http://support.google.com/accounts/answer/151657?hl=pl for more info.\""""],""content-encoding"":[""gzip""],""server"":[""ESF""],""x-xss-protection"":[""0""],""set-cookie"":[""VISITOR_INFO1_LIVE=; Domain=.youtube.com; Expires=Mon, 01-Jul-2019 12:27:06 GMT; Path=/; Secure; HttpOnly; SameSite=none""],""alt-svc"":[""h3=\"":443\""; ma=2592000,h3-29=\"":443\""; ma=2592000,h3-Q050=\"":443\""; ma=2592000,h3-Q046=\"":443\""; ma=2592000,h3-Q043=\"":443\""; ma=2592000,quic=\"":443\""; ma=2592000; v=\""46,43\""""]}}]"
"https://t.co/CgnTt3zSQV","pomoc","2022-03-27","https://zrzutka.pl/c8yub3","7f45f7ae8df0242653be08a9387b945e",105121,"ab0aa7bdf96fd66be96fb4f54010330f8965be53","[{""status"":[301],""version"":[""HTTP/2""],""headers"":{""date"":[""Sun, 27 Mar 2022 12:27:14 GMT""],""vary"":[""Origin""],""server"":[""tsa_o""],""expires"":[""Sun, 27 Mar 2022 12:32:14 GMT""],""location"":[""https://zrzutka.pl/c8yub3""],""set-cookie"":[""muc=1e653c46-6275-4e82-9176-91ed8812b0f5; Max-Age=34214400; Expires=Thu, 27 Apr 2023 12:27:14 GMT; Domain=t.co; Secure; SameSite=None""],""cache-control"":[""private,max-age=300""],""content-length"":[""0""],""strict-transport-security"":[""max-age=0""],""x-response-time"":[""106""],""x-connection-hash"":[""924b969e68fdf394b45320a8235abe83f0b59367ef304c0f00b35f748e1788bf""]}},{""status"":[200],""version"":[""HTTP/2""],""headers"":{""date"":[""Sun, 27 Mar 2022 12:27:14 GMT""],""content-type"":[""text/html; charset=UTF-8""],""vary"":[""Accept-Encoding""],""set-cookie"":[""ZRZSESSID=37uf56a3pfc8ob8oj6duhd5bs0; path=/; domain=zrzutka.pl; secure; HttpOnly; SameSite=lax""],""set-cookie.1"":[""hl=pl; expires=Mon, 27-Mar-2023 12:27:14 GMT; Max-Age=31536000; path=/""],""set-cookie.2"":[""device_view=full; expires=Wed, 27-Apr-2022 12:27:14 GMT; Max-Age=2678400; path=/; httponly""],""cache-control"":[""max-age=0, must-revalidate, no-cache, no-store, private""],""x-frame-options"":[""SAMEORIGIN""],""access-control-allow-origin"":[""https://tossacoin.com""],""referrer-policy"":[""strict-origin-when-cross-origin""],""strict-transport-security"":[""max-age=31536000; includeSubDomains; preload""],""x-content-type-options"":[""nosniff""],""x-xss-protection"":[""1; mode=block""],""x-permitted-cross-domain-policies"":[""none""],""expires"":[""Sun, 27 Mar 2022 12:27:14 GMT""],""cf-cache-status"":[""DYNAMIC""],""expect-ct"":[""max-age=604800, report-uri=\""https://report-uri.cloudflare.com/cdn-cgi/beacon/expect-ct\""""],""server"":[""cloudflare""],""cf-ray"":[""6f281e75fd010028-WAW""],""content-encoding"":[""br""],""alt-svc"":[""h3=\"":443\""; ma=86400, h3-29=\"":443\""; ma=86400""]}}]"
"https://t.co/Gig34gzBRc","pomoc","2022-03-27","https://tvn24.pl/premium/pomoc-dla-uchodzcow-z-ukrainy-co-zawiera-specustawa-komu-przyznaje-pomoc-a-komu-jej-odmawia-analiza-5646829","59587812288444fca3f4b2d471e59b4f",561758,"c202089d7e93e164851a64982f281e41db3eb635","[{""status"":[301],""version"":[""HTTP/2""],""headers"":{""date"":[""Sun, 27 Mar 2022 12:27:15 GMT""],""vary"":[""Origin""],""server"":[""tsa_o""],""expires"":[""Sun, 27 Mar 2022 12:32:15 GMT""],""location"":[""https://tvn24.pl/premium/pomoc-dla-uchodzcow-z-ukrainy-co-zawiera-specustawa-komu-przyznaje-pomoc-a-komu-jej-odmawia-analiza-5646829""],""set-cookie"":[""muc=1e653c46-6275-4e82-9176-91ed8812b0f5; Max-Age=34214400; Expires=Thu, 27 Apr 2023 12:27:15 GMT; Domain=t.co; Secure; SameSite=None""],""cache-control"":[""private,max-age=300""],""content-length"":[""0""],""strict-transport-security"":[""max-age=0""],""x-response-time"":[""111""],""x-connection-hash"":[""924b969e68fdf394b45320a8235abe83f0b59367ef304c0f00b35f748e1788bf""]}},{""status"":[200],""version"":[""HTTP/2""],""headers"":{""content-type"":[""text/html; charset=utf-8""],""content-length"":[""148272""],""server"":[""CloudFront""],""date"":[""Sun, 27 Mar 2022 12:27:15 GMT""],""set-cookie"":[""AWSALB=naOK//9UggXcBwOcs7X3WDmNbF+gx3xbxnbuVGL7q5aZ7gsRqXJokwr6FiJ4ObNye+n+XtXIzI54jqoIivWsBqWNaznE/z8D2MT/2v2WcY7a/citnkXd7V8t2cw/; Expires=Sun, 03 Apr 2022 12:27:15 GMT; Path=/""],""set-cookie.1"":[""AWSALBCORS=naOK//9UggXcBwOcs7X3WDmNbF+gx3xbxnbuVGL7q5aZ7gsRqXJokwr6FiJ4ObNye+n+XtXIzI54jqoIivWsBqWNaznE/z8D2MT/2v2WcY7a/citnkXd7V8t2cw/; Expires=Sun, 03 Apr 2022 12:27:15 GMT; Path=/; SameSite=None; Secure""],""content-security-policy"":[""frame-ancestors 'self' tvn24.pl *.tvn24.pl""],""x-content-security-policy"":[""frame-ancestors 'self' tvn24.pl *.tvn24.pl""],""referrer-policy"":[""strict-origin-when-cross-origin, no-referrer-when-downgrade""],""cache-control"":[""max-age=30, s-maxage=30""],""link"":[""<https://tvn24.pl/najnowsze/cdn-zdjecie-c0e30n-wroclaw-08032022-rejestracja-uchodzcow-z-ukrainy-w-punkcie-recepcyjnym-na-dworcu-glownym-we-wroclawiu-5647465/alternates/LANDSCAPE_480>; rel=preload; as=image""],""content-encoding"":[""gzip""],""x-varnish"":[""22555B1nginx-alb-backendH1""],""accept-ranges"":[""bytes""],""vary"":[""Accept-Encoding""],""strict-transport-security"":[""max-age=0; includeSubDomains; preload""],""x-cache"":[""Hit from cloudfront""],""via"":[""1.1 d81b69368e6f8be2907e338480e58682.cloudfront.net (CloudFront)""],""x-amz-cf-pop"":[""FRA60-P4""],""x-amz-cf-id"":[""K6TawqayTZ-H4KaTx1uNsZ38q0Zya_jkMo9TG6syfKCR3_vYbnwE0g==""]}}]"
"https://t.co/gm9hUifWMt","pomoc","2022-03-27","https://polskieradio24.pl/5/4147/Artykul/2928039,Ekstraklasa-Bartosz-Salamon-wroci-na-ostatnie-mecze-sezonu","d2502e91d7eb7770ae431a99558c4e35",228840,"ad25bfe57ac833e7e4131c5dbc356379e626603c","[{""status"":[301],""version"":[""HTTP/2""],""headers"":{""date"":[""Sun, 27 Mar 2022 12:27:16 GMT""],""vary"":[""Origin""],""server"":[""tsa_o""],""expires"":[""Sun, 27 Mar 2022 12:32:16 GMT""],""location"":[""https://polskieradio24.pl/5/4147/Artykul/2928039,Ekstraklasa-Bartosz-Salamon-wroci-na-ostatnie-mecze-sezonu""],""set-cookie"":[""muc=1e653c46-6275-4e82-9176-91ed8812b0f5; Max-Age=34214400; Expires=Thu, 27 Apr 2023 12:27:16 GMT; Domain=t.co; Secure; SameSite=None""],""cache-control"":[""private,max-age=300""],""content-length"":[""0""],""strict-transport-security"":[""max-age=0""],""x-response-time"":[""110""],""x-connection-hash"":[""924b969e68fdf394b45320a8235abe83f0b59367ef304c0f00b35f748e1788bf""]}},{""status"":[200],""version"":[""HTTP/1.1""],""headers"":{""cache-control"":[""private""],""transfer-encoding"":[""chunked""],""content-type"":[""text/html; charset=utf-8""],""content-encoding"":[""gzip""],""vary"":[""Accept-Encoding""],""server"":[""SAP_acz""],""x-aspnet-version"":[""4.0.30319""],""p3p"":[""CP=\""IDC DSP COR ADM DEVi TAIi PSA PSD IVAi IVDi CONi HIS OUR IND CNT\""""],""p3p.1"":[""CP=\""IDC DSP COR ADM DEVi TAIi PSA PSD IVAi IVDi CONi HIS OUR IND CNT\""""],""set-cookie"":[""ASP.NET_SessionId=fqehiyavl2wi3sdhbifbrqth; domain=.polskieradio.pl; path=/; HttpOnly; SameSite=Lax""],""server.1"":[""SAP_acz""],""machine"":[""WEB_11""],""x-powered-by"":[""Portal""],""date"":[""Sun, 27 Mar 2022 12:27:16 GMT""]}}]"
"https://t.co/xJrmyVNg8v","pomoc","2022-03-27","https://benedyktynkiopactwo.pl/","7e3df4d8b43ba7763461157d6cf4679e",94776,"a943b14fd7bec8b1408e6dcd54b31603402e7977","[{""status"":[301],""version"":[""HTTP/2""],""headers"":{""date"":[""Sun, 27 Mar 2022 12:27:17 GMT""],""vary"":[""Origin""],""server"":[""tsa_o""],""expires"":[""Sun, 27 Mar 2022 12:32:18 GMT""],""location"":[""https://benedyktynkiopactwo.pl/""],""set-cookie"":[""muc=1e653c46-6275-4e82-9176-91ed8812b0f5; Max-Age=34214400; Expires=Thu, 27 Apr 2023 12:27:18 GMT; Domain=t.co; Secure; SameSite=None""],""cache-control"":[""private,max-age=300""],""content-length"":[""0""],""strict-transport-security"":[""max-age=0""],""x-response-time"":[""107""],""x-connection-hash"":[""924b969e68fdf394b45320a8235abe83f0b59367ef304c0f00b35f748e1788bf""]}},{""status"":[301],""version"":[""HTTP/2""],""headers"":{""date"":[""Sun, 27 Mar 2022 12:27:18 GMT""],""server"":[""Apache/2""],""location"":[""https://www.benedyktynkiopactwo.pl/""],""content-length"":[""243""],""content-type"":[""text/html; charset=iso-8859-1""]}},{""status"":[200],""version"":[""HTTP/2""],""headers"":{""date"":[""Sun, 27 Mar 2022 12:27:18 GMT""],""server"":[""Apache/2""],""expires"":[""Thu, 19 Nov 1981 08:52:00 GMT""],""cache-control"":[""no-store, no-cache, must-revalidate, post-check=0, pre-check=0""],""pragma"":[""no-cache""],""set-cookie"":[""PHPSESSID=okhvv2sglcor3s6ja5m9ijubo4; path=/""],""vary"":[""Accept-Encoding,User-Agent""],""content-encoding"":[""gzip""],""content-length"":[""13496""],""content-type"":[""text/html; charset=UTF-8""]}}]"
"https://t.co/gcM4Iz9hJP","pomoc","2022-03-27","https://www.benedyktynkiopactwo.pl/aktualnosci/wydarzenia/79759/pomoc-dla-ukrainy","563abf8261e5d9cb0cea7d01f46eac08",91097,"4972a88bb353d6b8c59d83c74e604edd3ea6517b","[{""status"":[301],""version"":[""HTTP/2""],""headers"":{""date"":[""Sun, 27 Mar 2022 12:27:17 GMT""],""vary"":[""Origin""],""server"":[""tsa_o""],""expires"":[""Sun, 27 Mar 2022 12:32:18 GMT""],""location"":[""https://www.benedyktynkiopactwo.pl/aktualnosci/wydarzenia/79759/pomoc-dla-ukrainy""],""set-cookie"":[""muc=1e653c46-6275-4e82-9176-91ed8812b0f5; Max-Age=34214400; Expires=Thu, 27 Apr 2023 12:27:18 GMT; Domain=t.co; Secure; SameSite=None""],""cache-control"":[""private,max-age=300""],""content-length"":[""0""],""strict-transport-security"":[""max-age=0""],""x-response-time"":[""110""],""x-connection-hash"":[""924b969e68fdf394b45320a8235abe83f0b59367ef304c0f00b35f748e1788bf""]}},{""status"":[200],""version"":[""HTTP/2""],""headers"":{""date"":[""Sun, 27 Mar 2022 12:27:18 GMT""],""server"":[""Apache/2""],""expires"":[""Thu, 19 Nov 1981 08:52:00 GMT""],""cache-control"":[""no-store, no-cache, must-revalidate, post-check=0, pre-check=0""],""pragma"":[""no-cache""],""set-cookie"":[""12a68dc324a15_79759=1; expires=Sun, 27-Mar-2022 12:57:18 GMT; Max-Age=1800""],""vary"":[""Accept-Encoding,User-Agent""],""content-encoding"":[""gzip""],""content-length"":[""14749""],""content-type"":[""text/html; charset=UTF-8""]}}]"
"https://t.co/ObVNqwOmKi","pomoc","2022-03-27","https://www.facebook.com/102855035549286/posts/148235707677885/?sfnsn=mo","3a2bd71c365c6e7cd7c33cc84df1ac05",59521,"df186bfc5ff17c9f7881d17b38a01362c1a52a26","[{""status"":[301],""version"":[""HTTP/2""],""headers"":{""date"":[""Sun, 27 Mar 2022 12:27:18 GMT""],""vary"":[""Origin""],""server"":[""tsa_o""],""expires"":[""Sun, 27 Mar 2022 12:32:19 GMT""],""location"":[""https://www.facebook.com/102855035549286/posts/148235707677885/?sfnsn=mo""],""set-cookie"":[""muc=1e653c46-6275-4e82-9176-91ed8812b0f5; Max-Age=34214400; Expires=Thu, 27 Apr 2023 12:27:19 GMT; Domain=t.co; Secure; SameSite=None""],""cache-control"":[""private,max-age=300""],""content-length"":[""0""],""strict-transport-security"":[""max-age=0""],""x-response-time"":[""104""],""x-connection-hash"":[""924b969e68fdf394b45320a8235abe83f0b59367ef304c0f00b35f748e1788bf""]}},{""status"":[302],""version"":[""HTTP/2""],""headers"":{""location"":[""https://www.facebook.com/unsupportedbrowser""],""strict-transport-security"":[""max-age=15552000; preload""],""content-type"":[""text/html; charset=\""utf-8\""""],""x-fb-debug"":[""EfCfU49Moo9eAhZEQP2KldUV9zf3vl40EEW6O1YqGEKMSREiQ85IgeLbKM1ajZvKFR7EyltzDa1amwuoJrAp8g==""],""content-length"":[""0""],""date"":[""Sun, 27 Mar 2022 12:27:19 GMT""],""priority"":[""u=3,i""],""alt-svc"":[""h3=\"":443\""; ma=86400, h3-29=\"":443\""; ma=86400""]}},{""status"":[200],""version"":[""HTTP/2""],""headers"":{""vary"":[""Accept-Encoding""],""content-encoding"":[""br""],""x-fb-rlafr"":[""0""],""document-policy"":[""force-load-at-top""],""pragma"":[""no-cache""],""cache-control"":[""private, no-cache, no-store, must-revalidate""],""expires"":[""Sat, 01 Jan 2000 00:00:00 GMT""],""x-content-type-options"":[""nosniff""],""x-xss-protection"":[""0""],""x-frame-options"":[""DENY""],""strict-transport-security"":[""max-age=15552000; preload""],""content-type"":[""text/html; charset=\""utf-8\""""],""x-fb-debug"":[""kqJTO+81HiR6sZQycIYu54sgggDxY6cvt20QbViCp+e0tq5zfmUmWKrAeFMuIiNtPGwVz3kemPbpZ5+rVNNS9A==""],""date"":[""Sun, 27 Mar 2022 12:27:19 GMT""],""priority"":[""u=3,i""],""alt-svc"":[""h3=\"":443\""; ma=86400, h3-29=\"":443\""; ma=86400""]}}]"
"https://t.co/J7z6voHjbN","pomoc","2022-03-27","https://www.siepomaga.pl/gabrysia-sma","a7c56031a392fa80e5c6dc1b975ccde1",110421,"51577b5d14bd98be3899782bd5d9c2b8d509ba5f","[{""status"":[301],""version"":[""HTTP/2""],""headers"":{""date"":[""Sun, 27 Mar 2022 12:27:19 GMT""],""vary"":[""Origin""],""server"":[""tsa_o""],""expires"":[""Sun, 27 Mar 2022 12:32:19 GMT""],""location"":[""https://www.siepomaga.pl/gabrysia-sma""],""set-cookie"":[""muc=1e653c46-6275-4e82-9176-91ed8812b0f5; Max-Age=34214400; Expires=Thu, 27 Apr 2023 12:27:19 GMT; Domain=t.co; Secure; SameSite=None""],""cache-control"":[""private,max-age=300""],""content-length"":[""0""],""strict-transport-security"":[""max-age=0""],""x-response-time"":[""105""],""x-connection-hash"":[""924b969e68fdf394b45320a8235abe83f0b59367ef304c0f00b35f748e1788bf""]}},{""status"":[200],""version"":[""HTTP/2""],""headers"":{""date"":[""Sun, 27 Mar 2022 12:27:20 GMT""],""content-type"":[""text/html; charset=utf-8""],""vary"":[""Accept-Encoding""],""cache-control"":[""max-age=0, private, must-revalidate""],""set-cookie"":[""traffic_source=direct; path=/; expires=Sun, 27 Mar 2022 13:27:19 GMT; secure; HttpOnly""],""x-request-id"":[""4f15ea8b-c12a-45ac-9bd2-3b1fa83d32b8""],""x-runtime"":[""0.205176""],""strict-transport-security"":[""max-age=31536000; includeSubDomains; preload""],""x-frame-options"":[""SAMEORIGIN""],""x-content-type-options"":[""nosniff""],""x-xss-protection"":[""1; mode=block""],""x-download-options"":[""noopen""],""x-permitted-cross-domain-policies"":[""none""],""referrer-policy"":[""origin-when-cross-origin""],""content-security-policy"":[""default-src 'self' https://www.siepomaga.pl; base-uri 'self'; connect-src 'self' https://www.siepomaga.pl https://www.ratujemyzwierzaki.pl https://img.siepomaga.pl https://onesignal.com https://www.facebook.com https://connect.facebook.net https://accounts.google.com https://www.google.com https://syndication.twitter.com https://api.rollbar.com/api/1/item/ https://o302696.ingest.sentry.io/api/5769813/store/ https://o302696.ingest.sentry.io/api/5769813/envelope/ https://o302696.ingest.sentry.io/api/6181516/store/ https://o302696.ingest.sentry.io/api/6181516/envelope/ https://stats.g.doubleclick.net https://www.google-analytics.com https://m.facebook.com https://ssl.google-analytics.com https://*.hotjar.com:* https://*.hotjar.io wss://*.hotjar.com https://appleid.apple.com https://*.amazonaws.com https://secure.payu.com/ https://app3.salesmanago.pl https://merch-prod.snd.payu.com/ https://adservice.google.com; font-src 'self' https://www.siepomaga.pl data: https://fonts.googleapis.com https://fonts.gstatic.com https://cdnjs.cloudflare.com https://*.hotjar.com https://*.hotjar.io; form-action 'self' https://www.siepomaga.pl https://secure.payu.com https://www.platnosci.pl https://www.facebook.com/tr/ https://secure.snd.payu.com/ https://merch-prod.snd.payu.com/; frame-ancestors 'self'; frame-src 'self' https://www.siepomaga.pl https://pay.google.com https://www.youtube.com https://onesignal.com/ https://www.facebook.com https://m.facebook.com https://staticxx.facebook.com https://web.facebook.com https://static.xx.fbcdn.net https://player.vimeo.com/ https://secure.snd.payu.com https://bid.g.doubleclick.net https://secure.payu.com https://kibana.siepomaga.pl https://accounts.google.com https://tpc.googlesyndication.com https://*.hotjar.com https://*.hotjar.io http://vintom.com fbrpc://call https://www.google.com https://gum.criteo.com https://widget.eu.criteo.com https://*.amazonaws.com https://merch-prod.snd.payu.com/ https://www.recaptcha.net/ https://optimize.google.com https://www.googletagmanager.com https://docs.google.com https://platform.twitter.com; img-src * data: android-webview-video-poster: https://*.hotjar.com https://*.hotjar.io https://www.googletagmanager.com https://www.google-analytics.com https://googleads.g.doubleclick.net https://www.google.com; media-src 'self' https://www.siepomaga.pl https://img.siepomaga.pl; object-src 'self' https://*.amazonaws.com; script-src https: 'strict-dynamic' 'unsafe-eval' 'unsafe-inline' https://connect.facebook.net https://sslwidget.criteo.com https://www.googletagmanager.com https://www.google-analytics.com https://www.googleadservices.com https://www.google.com https://browser.sentry-cdn.com 'nonce-Dwt+87GiV8dbglxQQZFepmli4J0Z9jJF0ZS/5yQyZy8='; style-src 'self' 'unsafe-inline' https://www.siepomaga.pl https://fonts.googleapis.com https://cdnjs.cloudflare.com https://onesignal.com https://secure.przelewy24.pl https://translate.googleapis.com https://tagmanager.google.com https://optimize.google.com https://www.googletagmanager.com; worker-src 'self'; report-uri /csp""],""x-cache-status"":[""MISS""],""cf-cache-status"":[""DYNAMIC""],""expect-ct"":[""max-age=604800, report-uri=\""https://report-uri.cloudflare.com/cdn-cgi/beacon/expect-ct\""""],""set-cookie.1"":[""_siepomaga_session=tVCbCTyDZdkay48adZZjbOtujyzYLx4geXpNz2PB1AyDNKI%2FovRe2sL0dKrgNvVKz%2B1FFWETY4HqFFjI5QSxQV%2FB522rdm%2FW0LYRRy4xXtpI0C5sKpFbv8KxWcOKjb1HQ0I0U7K0cC5r74Hm%2FTHqYmkFybam8RRAr5%2BOwzIYyvbkcOpdAc9CbTPqCmc1bGZlnCJCQOAaNy4Q4yKF8QEZHYUtwmDZhxk9avaNWcbly9KrcLmHqDvFCG0l000XQguLI2lOXtRwmRqWfOe7l7Fj5EQulDmqaXEnWkPy1CpnlIvemde13HMqX6dpvUNGxM%2B4t%2FpL26ajdJ64oQecHiR6nfV07ZPEYRlQ4B7pRtGWFSCwzbcw--PhIgSwgTZtn5jcGg--rbYn%2FcLKqnyPZITE%2Fmj0JQ%3D%3D; path=/; expires=Sun, 10 Apr 2022 12:27:20 GMT; secure; HttpOnly""],""set-cookie.2"":[""__cflb=04dToYK58AVGjcN3PfTLA5m48K1NUKEQX9jrJkj5LH; SameSite=None; Secure; path=/; expires=Sun, 27-Mar-22 12:57:20 GMT; HttpOnly""],""server"":[""cloudflare""],""cf-ray"":[""6f281e987bf80219-ZRH""],""content-encoding"":[""br""],""alt-svc"":[""h3=\"":443\""; ma=86400, h3-29=\"":443\""; ma=86400""]}}]"
