"url_archive_id","label","score"
"bd15e9cb9feea750e78ff84fe12e1e3d","ukraina",1
"bd15e9cb9feea750e78ff84fe12e1e3d","rosja",1
"bd15e9cb9feea750e78ff84fe12e1e3d","polska",0.63930743932724
"bd15e9cb9feea750e78ff84fe12e1e3d","nato",0.623684585094452
"bd15e9cb9feea750e78ff84fe12e1e3d","wojsko",0.477088540792465
"bd15e9cb9feea750e78ff84fe12e1e3d","konflikt na wschodniej ukrainie (2014- )",0.442723661661148
"bd15e9cb9feea750e78ff84fe12e1e3d","wojna hybrydowa",0.358333557844162
"bd15e9cb9feea750e78ff84fe12e1e3d","bezpieczeństwo narodowe",0.30034801363945
"bd15e9cb9feea750e78ff84fe12e1e3d","dyplomacja",0.293920189142227
"bd15e9cb9feea750e78ff84fe12e1e3d","polityka zagraniczna",0.292295604944229
"fa241a39adc2f51beb52e553d3c351aa","polska",1
"fa241a39adc2f51beb52e553d3c351aa","prawo i sprawiedliwość (pis)",0.340617656707764
"fa241a39adc2f51beb52e553d3c351aa","węgry",0.328115433454514
"fa241a39adc2f51beb52e553d3c351aa","rosja",0.307923793792725
"fa241a39adc2f51beb52e553d3c351aa","grupa lotos",0.224701002240181
"fa241a39adc2f51beb52e553d3c351aa","politycy",0.224510356783867
"fa241a39adc2f51beb52e553d3c351aa","polityka wewnętrzna",0.21538382768631
"fa241a39adc2f51beb52e553d3c351aa","śledztwo i dochodzenie",0.145018085837364
"fa241a39adc2f51beb52e553d3c351aa","opozycja polityczna legalna",0.120173394680023
"fa241a39adc2f51beb52e553d3c351aa","komunikacja polityczna",0.0944583117961884
"ff8fffc3bc7bf96a4f99cc8c6fa848c4","ukraina",0.916752338409424
"ff8fffc3bc7bf96a4f99cc8c6fa848c4","białoruś",0.78190952539444
"ff8fffc3bc7bf96a4f99cc8c6fa848c4","polska",0.572817981243134
"ff8fffc3bc7bf96a4f99cc8c6fa848c4","rosja",0.32856073975563
"ff8fffc3bc7bf96a4f99cc8c6fa848c4","konflikt na wschodniej ukrainie (2014- )",0.222778961062431
