"url_archive_id","label","score"
"358d7d54ce0bd4b03cc0de685aa049c2","polska",0.915214061737061
"358d7d54ce0bd4b03cc0de685aa049c2","energetyka",0.249448105692863
"358d7d54ce0bd4b03cc0de685aa049c2","węgiel kamienny",0.220067456364632
"358d7d54ce0bd4b03cc0de685aa049c2","bezpieczeństwo energetyczne państwa",0.130381032824516
"358d7d54ce0bd4b03cc0de685aa049c2","ceny",0.126972362399101
"358d7d54ce0bd4b03cc0de685aa049c2","gaz ziemny",0.125613316893578
"358d7d54ce0bd4b03cc0de685aa049c2","górnictwo",0.105277590453625
"358d7d54ce0bd4b03cc0de685aa049c2","polityka gospodarcza",0.0920050218701363
"358d7d54ce0bd4b03cc0de685aa049c2","polityka klimatyczna",0.0867955610156059
"358d7d54ce0bd4b03cc0de685aa049c2","polityka energetyczna",0.0759906396269798
"eaf3e7b4f4564e213bb4deb4d963cffc","rosja",1
"eaf3e7b4f4564e213bb4deb4d963cffc","ukraina",0.99755471944809
"eaf3e7b4f4564e213bb4deb4d963cffc","konflikt na wschodniej ukrainie (2014- )",0.437268823385239
"eaf3e7b4f4564e213bb4deb4d963cffc","wojna hybrydowa",0.431717038154602
"eaf3e7b4f4564e213bb4deb4d963cffc","bezpieczeństwo narodowe",0.324025452136993
"eaf3e7b4f4564e213bb4deb4d963cffc","wojsko",0.304203689098358
"eaf3e7b4f4564e213bb4deb4d963cffc","polska",0.275787681341171
"eaf3e7b4f4564e213bb4deb4d963cffc","polityka zagraniczna",0.258673876523972
"eaf3e7b4f4564e213bb4deb4d963cffc","nielegalni imigranci",0.186741352081299
"eaf3e7b4f4564e213bb4deb4d963cffc","putin, władimir (1952- )",0.131298914551735
"9f8640aef8f5ec99e4306dcd51259e2c","rosja",1
"9f8640aef8f5ec99e4306dcd51259e2c","ukraina",0.996606349945068
"9f8640aef8f5ec99e4306dcd51259e2c","konflikt na wschodniej ukrainie (2014- )",0.435343027114868
"9f8640aef8f5ec99e4306dcd51259e2c","wojna hybrydowa",0.429559826850891
"9f8640aef8f5ec99e4306dcd51259e2c","bezpieczeństwo narodowe",0.324815273284912
"9f8640aef8f5ec99e4306dcd51259e2c","wojsko",0.303243488073349
"9f8640aef8f5ec99e4306dcd51259e2c","polska",0.293533593416214
"9f8640aef8f5ec99e4306dcd51259e2c","polityka zagraniczna",0.257685899734497
"9f8640aef8f5ec99e4306dcd51259e2c","nielegalni imigranci",0.190348640084267
"9f8640aef8f5ec99e4306dcd51259e2c","putin, władimir (1952- )",0.131179228425026
"9f8640aef8f5ec99e4306dcd51259e2c","ukraina",0.99755471944809
"9f8640aef8f5ec99e4306dcd51259e2c","konflikt na wschodniej ukrainie (2014- )",0.437268823385239
"9f8640aef8f5ec99e4306dcd51259e2c","wojna hybrydowa",0.431717038154602
"9f8640aef8f5ec99e4306dcd51259e2c","bezpieczeństwo narodowe",0.324025452136993
"9f8640aef8f5ec99e4306dcd51259e2c","wojsko",0.304203689098358
"9f8640aef8f5ec99e4306dcd51259e2c","polska",0.275787681341171
"9f8640aef8f5ec99e4306dcd51259e2c","polityka zagraniczna",0.258673876523972
"9f8640aef8f5ec99e4306dcd51259e2c","nielegalni imigranci",0.186741352081299
"9f8640aef8f5ec99e4306dcd51259e2c","putin, władimir (1952- )",0.131298914551735
"1b9b103a7371fe8b3129b76647501ebf","rosja",1
"1b9b103a7371fe8b3129b76647501ebf","ukraina",0.996606349945068
"1b9b103a7371fe8b3129b76647501ebf","konflikt na wschodniej ukrainie (2014- )",0.435343027114868
"1b9b103a7371fe8b3129b76647501ebf","wojna hybrydowa",0.429559826850891
"1b9b103a7371fe8b3129b76647501ebf","bezpieczeństwo narodowe",0.324815273284912
"1b9b103a7371fe8b3129b76647501ebf","wojsko",0.303243488073349
"1b9b103a7371fe8b3129b76647501ebf","polska",0.293533593416214
"1b9b103a7371fe8b3129b76647501ebf","polityka zagraniczna",0.257685899734497
"1b9b103a7371fe8b3129b76647501ebf","nielegalni imigranci",0.190348640084267
"1b9b103a7371fe8b3129b76647501ebf","putin, władimir (1952- )",0.131179228425026
"1b9b103a7371fe8b3129b76647501ebf","ukraina",0.99755471944809
"1b9b103a7371fe8b3129b76647501ebf","konflikt na wschodniej ukrainie (2014- )",0.437268823385239
"1b9b103a7371fe8b3129b76647501ebf","wojna hybrydowa",0.431717038154602
"1b9b103a7371fe8b3129b76647501ebf","bezpieczeństwo narodowe",0.324025452136993
"1b9b103a7371fe8b3129b76647501ebf","wojsko",0.304203689098358
"1b9b103a7371fe8b3129b76647501ebf","polska",0.275787681341171
"1b9b103a7371fe8b3129b76647501ebf","polityka zagraniczna",0.258673876523972
"1b9b103a7371fe8b3129b76647501ebf","nielegalni imigranci",0.186741352081299
"1b9b103a7371fe8b3129b76647501ebf","putin, władimir (1952- )",0.131298914551735
"420735489e33376be4a7b76925154cfd","katastrofa smoleńska (2010)",1
"420735489e33376be4a7b76925154cfd","polska",1
"420735489e33376be4a7b76925154cfd","śledztwo i dochodzenie",0.784661948680878
"420735489e33376be4a7b76925154cfd","służby specjalne",0.371834129095078
"420735489e33376be4a7b76925154cfd","bezpieczeństwo narodowe",0.197174414992332
"420735489e33376be4a7b76925154cfd","polityka wewnętrzna",0.164481818675995
"420735489e33376be4a7b76925154cfd","opozycja polityczna legalna",0.112717151641846
"420735489e33376be4a7b76925154cfd","rosja",0.107315324246883
"420735489e33376be4a7b76925154cfd","zsrr",0.105071999132633
"420735489e33376be4a7b76925154cfd","dyplomacja",0.10336771607399
"90302fd3644ca9cb38895e92356bd089","rosja",1
"90302fd3644ca9cb38895e92356bd089","ukraina",0.996606349945068
"90302fd3644ca9cb38895e92356bd089","konflikt na wschodniej ukrainie (2014- )",0.435343027114868
"90302fd3644ca9cb38895e92356bd089","wojna hybrydowa",0.429559826850891
"90302fd3644ca9cb38895e92356bd089","bezpieczeństwo narodowe",0.324815273284912
