"url_archive_id","label","score"
"e0e4cd1081a156fab2c324c891aaf358","polska",0.419730514287949
"e0e4cd1081a156fab2c324c891aaf358","jan chrzciciel (święty)",0.253413915634155
"e0e4cd1081a156fab2c324c891aaf358","jezus chrystus",0.157571896910667
"e0e4cd1081a156fab2c324c891aaf358","teologia katolicka",0.104194074869156
"e0e4cd1081a156fab2c324c891aaf358","jan paweł ii (papież ; 1920-2005)",0.0778770372271538
"e0e4cd1081a156fab2c324c891aaf358","rocznice",0.0632430911064148
"e0e4cd1081a156fab2c324c891aaf358","kościół katolicki",0.0632011368870735
"e0e4cd1081a156fab2c324c891aaf358","katolicyzm",0.0504790395498276
"e0e4cd1081a156fab2c324c891aaf358","egzegeza biblijna",0.0483049042522907
"e0e4cd1081a156fab2c324c891aaf358","biblistyka",0.0365582145750523
"de119279eda588c790b11de09df28e8e","kościół katolicki",0.890113055706024
"de119279eda588c790b11de09df28e8e","polska",0.796549141407013
"de119279eda588c790b11de09df28e8e","kościół a państwo",0.253954857587814
"de119279eda588c790b11de09df28e8e","nielegalni imigranci",0.203077182173729
"de119279eda588c790b11de09df28e8e","ochrona danych osobowych",0.202489659190178
"de119279eda588c790b11de09df28e8e","kanada",0.202211022377014
"de119279eda588c790b11de09df28e8e","program polityczny",0.198583975434303
"de119279eda588c790b11de09df28e8e","pedofilia",0.17182345688343
"de119279eda588c790b11de09df28e8e","przekroczenie granicy nielegalne",0.122952602803707
"de119279eda588c790b11de09df28e8e","polityka wewnętrzna",0.11839709430933
"3f553cbadaafb5ff390d611a2aea1054","rosja",0.978513062000275
"3f553cbadaafb5ff390d611a2aea1054","ukraina",0.96842235326767
"3f553cbadaafb5ff390d611a2aea1054","polska",0.806415498256683
"3f553cbadaafb5ff390d611a2aea1054","kościół a państwo",0.276703745126724
"3f553cbadaafb5ff390d611a2aea1054","kościół katolicki",0.260716110467911
"3f553cbadaafb5ff390d611a2aea1054","polityka zagraniczna",0.215694293379784
"3f553cbadaafb5ff390d611a2aea1054","wojna hybrydowa",0.147306576371193
"3f553cbadaafb5ff390d611a2aea1054","separatyzm",0.100681073963642
"3f553cbadaafb5ff390d611a2aea1054","granice",0.0892114341259003
